,Width##LENGTH##INCHES,Height##LENGTH##INCHES,Designation##OTHER##,Type Comments##OTHER##,. . Lights Wide##OTHER##,. . Lights High##OTHER##,Fractional Lights Wide##OTHER##,Fractional Lights High##OTHER##
"63-1/4"" x 71-1/4""",63.25,71.25,APW5460,Fibrex clad wood picture window,7,6,7,6
"63-1/4"" x 75-1/4""",63.25,75.25,APW5464,Fibrex clad wood picture window,7,6,7,6
"63-1/4"" x 79-1/4""",63.25,79.25,APW5468,Fibrex clad wood picture window,7,6,7,6
"63-1/4"" x 87-1/4""",63.25,87.25,APW5474,Fibrex clad wood picture window,7,7,7,7
"63-1/4"" x 95-1/4""",63.25,95.25,APW5480,Fibrex clad wood picture window,7,7,7,7
"67-1/4"" x 23-1/4""",67.25,23.25,APW5820,Fibrex clad wood picture window,7,2,7,2
"67-1/4"" x 27-1/4""",67.25,27.25,APW5824,Fibrex clad wood picture window,7,2,7,2
"67-1/4"" x 31-1/4""",67.25,31.25,APW5828,Fibrex clad wood picture window,7,2,7,2
"67-1/4"" x 35-1/4""",67.25,35.25,APW5830,Fibrex clad wood picture window,7,3,7,3
"67-1/4"" x 39-1/4""",67.25,39.25,APW5834,Fibrex clad wood picture window,7,3,7,3
"67-1/4"" x 43-1/4""",67.25,43.25,APW5838,Fibrex clad wood picture window,7,3,7,3
"67-1/4"" x 47-1/4""",67.25,47.25,APW5840,Fibrex clad wood picture window,7,4,7,4
"67-1/4"" x 51-1/4""",67.25,51.25,APW5844,Fibrex clad wood picture window,7,4,7,4
"67-1/4"" x 55-1/4""",67.25,55.25,APW5848,Fibrex clad wood picture window,7,5,7,5
"67-1/4"" x 59-1/4""",67.25,59.25,APW5850,Fibrex clad wood picture window,7,5,7,5
"67-1/4"" x 63-1/4""",67.25,63.25,APW5854,Fibrex clad wood picture window,7,5,7,5
"67-1/4"" x 67-1/4""",67.25,67.25,APW5858,Fibrex clad wood picture window,7,6,7,6
"67-1/4"" x 71-1/4""",67.25,71.25,APW5860,Fibrex clad wood picture window,7,6,7,6
"67-1/4"" x 75-1/4""",67.25,75.25,APW5864,Fibrex clad wood picture window,7,6,7,6
"67-1/4"" x 79-1/4""",67.25,79.25,APW5868,Fibrex clad wood picture window,7,6,7,6
"67-1/4"" x 87-1/4""",67.25,87.25,APW5874,Fibrex clad wood picture window,7,7,7,7
"67-1/4"" x 95-1/4""",67.25,95.25,APW5880,Fibrex clad wood picture window,7,7,7,7
"71-1/4"" x 23-1/4""",71.25,23.25,APW6020,Fibrex clad wood picture window,7,2,7,2
"71-1/4"" x 27-1/4""",71.25,27.25,APW6024,Fibrex clad wood picture window,7,2,7,2
"71-1/4"" x 31-1/4""",71.25,31.25,APW6028,Fibrex clad wood picture window,7,2,7,2
"71-1/4"" x 35-1/4""",71.25,35.25,APW6030,Fibrex clad wood picture window,7,3,7,3
"71-1/4"" x 39-1/4""",71.25,39.25,APW6034,Fibrex clad wood picture window,7,3,7,3
"71-1/4"" x 43-1/4""",71.25,43.25,APW6038,Fibrex clad wood picture window,7,3,7,3
"71-1/4"" x 47-1/4""",71.25,47.25,APW6040,Fibrex clad wood picture window,7,4,7,4
"71-1/4"" x 51-1/4""",71.25,51.25,APW6044,Fibrex clad wood picture window,7,4,7,4
"71-1/4"" x 55-1/4""",71.25,55.25,APW6048,Fibrex clad wood picture window,7,5,7,5
"71-1/4"" x 59-1/4""",71.25,59.25,APW6050,Fibrex clad wood picture window,7,5,7,5
"71-1/4"" x 63-1/4""",71.25,63.25,APW6054,Fibrex clad wood picture window,7,5,7,5
"71-1/4"" x 67-1/4""",71.25,67.25,APW6058,Fibrex clad wood picture window,7,6,7,6
"71-1/4"" x 71-1/4""",71.25,71.25,APW6060,Fibrex clad wood picture window,7,6,7,6
"71-1/4"" x 75-1/4""",71.25,75.25,APW6064,Fibrex clad wood picture window,7,6,7,6
"71-1/4"" x 79-1/4""",71.25,79.25,APW6068,Fibrex clad wood picture window,7,6,7,6
"71-1/4"" x 87-1/4""",71.25,87.25,APW6074,Fibrex clad wood picture window,7,7,7,7
"71-1/4"" x 95-1/4""",71.25,95.25,APW6080,Fibrex clad wood picture window,7,7,7,7
